,cust_identifier,tstamp,country_code,attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10
9376#AR#2021-02-17T20:24:53Z,9376,2021-02-17T20:24:53Z,AR,1360200,7477776,3664664,9833748,4059384,4024481,3235762,6493945,3572001,6545247
913M#AR#2021-02-17T19:14:11Z,913M,2021-02-17T19:14:11Z,AR,7102103,3943626,3240908,3107455,4735680,9977302,4261145,9295020,7803695,8201828
92AU#AR#2021-02-17T04:56:12Z,92AU,2021-02-17T04:56:12Z,AR,6485684,8601475,2571364,4010855,782707,5363873,9854009,8038225,8619076,3330150
93OT#AR#2021-02-17T21:09:12Z,93OT,2021-02-17T21:09:12Z,AR,6646334,7019852,6537384,879189,2423524,6841293,7167999,1074584,8668843,8010882
9142#AR#2021-02-17T21:45:15Z,9142,2021-02-17T21:45:15Z,AR,8522896,1512362,4197410,2117923,9592557,5909812,7189190,3133081,5019303,6800542
91UF#AR#2021-02-17T14:45:32Z,91UF,2021-02-17T14:45:32Z,AR,2974310,4855520,245035,6157460,2911459,7663025,9166947,1177662,9608534,3089827
91Y4#AR#2021-02-17T23:58:18Z,91Y4,2021-02-17T23:58:18Z,AR,9321951,4910833,5152595,6662157,3718139,7547626,163461,4921761,1849812,7287489
8I5V#AR#2021-02-17T15:01:22Z,8I5V,2021-02-17T15:01:22Z,AR,9005654,5211931,1643298,5944740,8734551,1494176,9158937,7781438,422763,9224693
8K11#AR#2021-02-17T16:52:41Z,8K11,2021-02-17T16:52:41Z,AR,6097372,5103413,6368352,3795522,8069528,3727047,5067336,9589040,2818490,1743127
8INS#AR#2021-02-17T08:31:02Z,8INS,2021-02-17T08:31:02Z,AR,2033147,311623,4729211,45808,8070116,3877854,6019090,5069598,1880820,4665416
8LEQ#AR#2021-02-17T02:38:08Z,8LEQ,2021-02-17T02:38:08Z,AR,4948452,1233735,8128668,95396,8339157,2784765,3645738,6325774,8150707,7091282
8N62#AR#2021-02-17T15:22:45Z,8N62,2021-02-17T15:22:45Z,AR,5382961,645714,3843755,9392023,3583697,3912599,4462358,7580212,2206829,4571478
8J6E#AR#2021-02-17T00:47:49Z,8J6E,2021-02-17T00:47:49Z,AR,7083416,7883103,1225126,461127,3354227,1598925,539738,6258873,7256330,5544604
8JL2#AR#2021-02-17T03:18:36Z,8JL2,2021-02-17T03:18:36Z,AR,7586443,3067761,5549680,9629776,1217196,8966823,7074337,2615417,1272096,5931207
8HZQ#AR#2021-02-17T10:13:49Z,8HZQ,2021-02-17T10:13:49Z,AR,2724340,9834427,9595645,1849048,7150478,9039959,8972076,6626087,1357940,8565971
8JI4#AR#2021-02-17T00:40:24Z,8JI4,2021-02-17T00:40:24Z,AR,437743,5170114,5466957,6851598,8015516,8547463,9475436,6082482,3147573,888982
8NS2#AR#2021-02-17T08:30:04Z,8NS2,2021-02-17T08:30:04Z,AR,4691470,316649,7371101,4854431,5347038,8021243,7483496,8637013,2326886,6218824
8MNX#AR#2021-02-17T19:27:47Z,8MNX,2021-02-17T19:27:47Z,AR,8128747,494580,8911423,1715298,6339190,1966148,9327066,1331440,9035606,9760975
8ING#AR#2021-02-17T15:59:29Z,8ING,2021-02-17T15:59:29Z,AR,1845698,6326261,3229341,2297069,259384,4030025,156796,320308,1358117,2242665
8I0L#AR#2021-02-17T20:31:50Z,8I0L,2021-02-17T20:31:50Z,AR,1986951,8446202,6635853,4760802,9332684,3077263,1560190,2645979,9883210,6580840
8OA7#AR#2021-02-17T17:49:56Z,8OA7,2021-02-17T17:49:56Z,AR,6433017,3153151,1667229,613137,9343899,3475209,4131002,7195233,8881422,8588405
8PC8#AR#2021-02-17T05:09:25Z,8PC8,2021-02-17T05:09:25Z,AR,700782,8591960,706704,260132,9350492,2450316,5473788,487775,1029100,4532135
8RBI#AR#2021-02-17T09:49:32Z,8RBI,2021-02-17T09:49:32Z,AR,9327958,5349729,1764355,3900462,2035668,8899918,4378181,8838922,7392704,4372899
8Q60#AR#2021-02-17T17:06:02Z,8Q60,2021-02-17T17:06:02Z,AR,5038219,9162685,4030794,644924,1745439,1538591,8323143,6955407,546320,1394715
8QZ5#AR#2021-02-17T05:11:19Z,8QZ5,2021-02-17T05:11:19Z,AR,4535462,8609054,5592484,2124383,400767,5057138,6055070,4531144,7435009,9755674
8V84#AR#2021-02-17T03:46:39Z,8V84,2021-02-17T03:46:39Z,AR,3855703,7881115,2447294,71537,5131509,4116845,2994297,4212006,8160297,671811
8TPL#AR#2021-02-17T19:31:02Z,8TPL,2021-02-17T19:31:02Z,AR,1704027,4969280,2519809,6099326,6052246,6011035,3343247,3347214,2336861,286356
8P7B#AR#2021-02-17T02:12:05Z,8P7B,2021-02-17T02:12:05Z,AR,5641535,1032201,6504008,7936129,1052949,3387536,2251218,6790338,1141313,3489610
8T59#AR#2021-02-17T02:02:12Z,8T59,2021-02-17T02:02:12Z,AR,3482930,6125111,8909423,7872910,3711482,9595430,3682769,8789332,6061676,4492125
8PL5#AR#2021-02-17T01:25:08Z,8PL5,2021-02-17T01:25:08Z,AR,8087758,4396011,4243558,9604263,7502781,4439827,5094860,3425814,5823657,3983457
8P8H#AR#2021-02-17T15:34:39Z,8P8H,2021-02-17T15:34:39Z,AR,862463,4971583,9033189,564657,528162,5723776,1314087,456876,9585314,7874075
8VN3#AR#2021-02-17T15:54:52Z,8VN3,2021-02-17T15:54:52Z,AR,8066772,2862606,8789504,2717411,6076916,1291546,7122754,6072939,6960031,2174114
8S36#AR#2021-02-17T12:30:13Z,8S36,2021-02-17T12:30:13Z,AR,3215203,2294861,9608892,2089716,1673774,9366762,2894003,1521150,1648692,5339457
8Z09#AR#2021-02-17T15:57:18Z,8Z09,2021-02-17T15:57:18Z,AR,479240,2050383,2487059,1010032,9365971,1672282,1400372,4466514,221248,6829234
8WPE#AR#2021-02-17T15:18:41Z,8WPE,2021-02-17T15:18:41Z,AR,636698,5630647,8206418,4526501,6703674,1452616,3639114,6542111,9925910,2333066
8X0U#AR#2021-02-17T04:20:06Z,8X0U,2021-02-17T04:20:06Z,AR,7086619,2904577,5400075,1192617,2581097,426620,1389261,7571332,2910378,6373568
907W#AR#2021-02-17T07:14:27Z,907W,2021-02-17T07:14:27Z,AR,2427421,2696203,4522907,8075182,986088,59683,7117016,3389067,3161634,4264771
8Z0W#AR#2021-02-17T18:05:58Z,8Z0W,2021-02-17T18:05:58Z,AR,9855287,1560981,3192037,3472294,7723848,3724997,951470,8214607,1507969,568703
8W04#AR#2021-02-17T00:20:22Z,8W04,2021-02-17T00:20:22Z,AR,2733898,4813191,9419489,6809517,8476060,4224216,4696032,7900431,7066723,2841383
909F#AR#2021-02-17T02:51:40Z,909F,2021-02-17T02:51:40Z,AR,8705117,9294077,862077,5100130,8456277,5233628,5556714,1791663,4129311,5270565
8ZX7#AR#2021-02-17T20:25:45Z,8ZX7,2021-02-17T20:25:45Z,AR,3072121,7503093,2468509,6894218,6676945,8364934,5350613,972047,5013088,3445294
9084#AR#2021-02-17T15:00:47Z,9084,2021-02-17T15:00:47Z,AR,440703,1084957,7337620,4654598,8071552,2171585,2991302,7283296,746980,6323199
90N0#AR#2021-02-17T13:23:51Z,90N0,2021-02-17T13:23:51Z,AR,5722551,8410107,8455792,6199028,577453,9788623,5695825,2091440,4077931,200293
8Z2V#AR#2021-02-17T14:20:57Z,8Z2V,2021-02-17T14:20:57Z,AR,3207909,717691,9614354,3873669,1455324,6401121,3225984,8303785,213954,2042068
8ZW1#AR#2021-02-17T06:57:13Z,8ZW1,2021-02-17T06:57:13Z,AR,2955500,2017004,3908719,7731625,8272052,280370,2203172,1093168,998105,30563
9271#AR#2021-02-17T06:34:11Z,9271,2021-02-17T06:34:11Z,AR,7328315,4603848,1423427,5037805,1356615,2662004,6365826,9050923,3134779,6473753
91KT#AR#2021-02-17T11:46:10Z,91KT,2021-02-17T11:46:10Z,AR,9732053,6147827,6322337,5570529,8739968,4609873,986637,7038154,2891854,1107485
92PO#AR#2021-02-17T00:37:16Z,92PO,2021-02-17T00:37:16Z,AR,3875890,898765,472423,8139283,4778446,6902065,9838346,2994444,1623465,4863518
9322#AR#2021-02-17T13:16:26Z,9322,2021-02-17T13:16:26Z,AR,7753427,8029250,8705763,8070463,6448902,5643473,9488992,3477460,3902740,7681339
9381#AR#2021-02-17T03:06:55Z,9381,2021-02-17T03:06:55Z,AR,8809007,9239600,1856049,6574086,597355,5165285,3242636,3501894,4177565,4520523
917H#AR#2021-02-17T00:38:53Z,917H,2021-02-17T00:38:53Z,AR,891330,841873,3740462,7728447,335454,1813667,1445056,9780059,878586,3299926
93IO#AR#2021-02-17T03:59:55Z,93IO,2021-02-17T03:59:55Z,AR,9015532,7835291,6054234,3921895,5167401,6710997,169125,463808,853364,9424499
924P#AR#2021-02-17T08:01:42Z,924P,2021-02-17T08:01:42Z,AR,3689834,8097855,4635281,265714,6091067,2460670,2258423,2700144,3414544,3743368
91VJ#AR#2021-02-17T19:06:35Z,91VJ,2021-02-17T19:06:35Z,AR,1839227,4366851,1363058,6076092,9008609,1164334,1600689,25215,5702256,5943220
8X56#AR#2021-02-17T14:12:09Z,8X56,2021-02-17T14:12:09Z,AR,1752585,5457903,4193719,7617968,3769700,2776704,5929816,6151211,2482448,1271294
8Y83#AR#2021-02-17T10:15:25Z,8Y83,2021-02-17T10:15:25Z,AR,7546642,7881641,2982309,7470982,9060799,100426,6411041,7672089,7229328,1450518
9000000000#AR#2021-02-17T08:45:00Z,9.00E+09,2021-02-17T08:45:00Z,AR,3904287,1153977,1309511,9914016,511397,1087249,9948318,9315407,6132110,7127306
8XF3#AR#2021-02-17T11:48:10Z,8XF3,2021-02-17T11:48:10Z,AR,1310507,181930,8547525,9212768,4752453,5220977,5673879,836175,6222536,6788688
90U4#AR#2021-02-17T18:57:25Z,90U4,2021-02-17T18:57:25Z,AR,4767285,273210,1657975,5884452,6542713,6011714,7992585,9433574,5209733,5713360
9007#AR#2021-02-17T17:08:01Z,9007,2021-02-17T17:08:01Z,AR,2676037,8607528,1940379,4874395,4305620,2900163,6628820,6139238,6742206,3770392
8Y36#AR#2021-02-17T23:14:07Z,8Y36,2021-02-17T23:14:07Z,AR,491086,3074059,8080442,6024377,8839781,9443865,2346785,16666,7818162,2931926
90B0#AR#2021-02-17T21:36:17Z,90B0,2021-02-17T21:36:17Z,AR,684369,3959282,1087223,6128936,4442009,8091185,2533856,3726993,813659,9735769
8ZU2#AR#2021-02-17T00:20:28Z,8ZU2,2021-02-17T00:20:28Z,AR,8054362,8612302,6093376,567793,9394045,2959950,4256069,2909923,1895027,5731560
8ZR0#AR#2021-02-17T13:34:30Z,8ZR0,2021-02-17T13:34:30Z,AR,4751482,278349,8551329,9879590,9350152,4337304,8698913,5150974,8729108,1399551
9042#AR#2021-02-17T18:32:48Z,9042,2021-02-17T18:32:48Z,AR,5588618,9579000,6488203,5873022,9033848,5645532,6506949,3081365,531223,9819240
90YO#AR#2021-02-17T20:58:21Z,90YO,2021-02-17T20:58:21Z,AR,6951316,8437145,6253103,7232471,3043951,7442097,7076612,2670011,1875459,9884417
90TS#AR#2021-02-17T16:34:44Z,90TS,2021-02-17T16:34:44Z,AR,7847071,8295846,2140028,906656,9906625,7530711,7601356,8781187,7422443,6659880
8W38#AR#2021-02-17T16:22:26Z,8W38,2021-02-17T16:22:26Z,AR,4213496,5748969,1002144,8151825,9453553,1265861,1015005,5669628,2488247,3060091
91GB#AR#2021-02-17T22:24:59Z,91GB,2021-02-17T22:24:59Z,AR,5371478,7790579,5592864,1100285,5132018,9950452,2179249,8486919,9788017,6748941
928R#AR#2021-02-17T08:24:44Z,928R,2021-02-17T08:24:44Z,AR,9338284,3011755,1108813,7734434,647848,1816894,8467773,3150648,4774815,1538841
918E#AR#2021-02-17T10:20:55Z,918E,2021-02-17T10:20:55Z,AR,9618650,3355899,4864546,9200666,9902415,3092465,283289,9141153,8990338,5900073
922M#AR#2021-02-17T20:16:26Z,922M,2021-02-17T20:16:26Z,AR,4128508,7721257,8349609,7161425,6806345,4060351,8815898,1072763,8494517,4010588
9269#AR#2021-02-17T16:14:32Z,9269,2021-02-17T16:14:32Z,AR,2919327,8643134,5278951,181021,8101724,4430442,883730,6229897,9454917,9405026
930M#AR#2021-02-17T11:57:03Z,930M,2021-02-17T11:57:03Z,AR,3249938,821460,8272720,1732457,5115557,9719029,4549165,5111956,5358543,1836653
91GM#AR#2021-02-17T09:15:04Z,91GM,2021-02-17T09:15:04Z,AR,6005008,1126339,4186116,3697052,1812183,9945662,3876321,4139230,1738875,3283311
93OH#AR#2021-02-17T09:55:03Z,93OH,2021-02-17T09:55:03Z,AR,8468772,9971924,4685020,7360878,339894,6829504,8238509,4360258,2987745,5252236
9351#AR#2021-02-17T17:08:53Z,9351,2021-02-17T17:08:53Z,AR,6228610,1088720,4649575,3233296,4087335,8932393,8855675,9793726,747373,3633809
911X#AR#2021-02-17T00:45:42Z,911X,2021-02-17T00:45:42Z,AR,2631277,4843288,7907365,6566708,8469994,1259507,2447904,4836789,7338242,7565261
92VE#AR#2021-02-17T15:22:00Z,92VE,2021-02-17T15:22:00Z,AR,3011019,2662017,2810031,8425585,5783725,3326760,7398694,4046103,7601117,955371
92J1#AR#2021-02-17T04:43:34Z,92J1,2021-02-17T04:43:34Z,AR,7972934,6857794,2049520,6477189,9373938,2489351,759093,6499548,3675022,4871933
902V#AR#2021-02-17T13:43:26Z,902V,2021-02-17T13:43:26Z,AR,1035805,6795056,7339113,922251,1787425,4966522,2051318,9815613,8128786,1063719
90UK#AR#2021-02-17T00:33:11Z,90UK,2021-02-17T00:33:11Z,AR,8302883,5696026,7663093,4617196,2069470,852685,9943207,6461679,360867,5531270
90CQ#AR#2021-02-17T15:01:07Z,90CQ,2021-02-17T15:01:07Z,AR,8925992,4094541,781423,5002433,6365398,1988127,7947582,1500660,3088146,7732552
8YUX#AR#2021-02-17T00:10:45Z,8YUX,2021-02-17T00:10:45Z,AR,2195756,1723687,3686750,8187747,8947445,8369384,7627936,7014792,1399971,4258487
8W8H#AR#2021-02-17T23:39:00Z,8W8H,2021-02-17T23:39:00Z,AR,2319943,7530725,9841807,1647872,9764700,6822236,3398691,5790176,2659670,269680
90L9#AR#2021-02-17T13:46:23Z,90L9,2021-02-17T13:46:23Z,AR,1003879,5141369,8345461,4191304,9056223,9576930,4091206,8541038,8571953,6434675
90UA#AR#2021-02-17T23:36:56Z,90UA,2021-02-17T23:36:56Z,AR,3813480,9169221,4333471,9114355,9742456,1222217,2649223,1341348,3556569,2541752
8WDV#AR#2021-02-17T04:53:21Z,8WDV,2021-02-17T04:53:21Z,AR,4123282,599946,3410681,3207150,9010610,980152,2608926,3609959,7945800,555759
8X1I#AR#2021-02-17T22:57:17Z,8X1I,2021-02-17T22:57:17Z,AR,4599719,9714003,329073,6396577,2307127,6302719,6202906,5595082,3738453,8320825
90D7#AR#2021-02-17T20:06:40Z,90D7,2021-02-17T20:06:40Z,AR,2167466,5393748,3140017,3813593,5430759,6852212,1688566,2873404,8671663,3213591
8WTF#AR#2021-02-17T09:16:23Z,8WTF,2021-02-17T09:16:23Z,AR,1827500,7854425,5230002,7429579,5604432,8941810,3447440,5365456,9256248,6220712
8YSA#AR#2021-02-17T00:23:45Z,8YSA,2021-02-17T00:23:45Z,AR,7826133,1518431,7936048,3861671,2576320,7814789,9561398,133696,4005642,1734430
91UW#AR#2021-02-17T01:55:45Z,91UW,2021-02-17T01:55:45Z,AR,2015311,8175054,7101784,9509770,3515356,9834712,5638122,4098274,3450214,4121352
93C5#AR#2021-02-17T19:59:13Z,93C5,2021-02-17T19:59:13Z,AR,3086315,9635060,5721286,8753651,7478554,3425333,5831199,9950785,3500188,7620667
930H#AR#2021-02-17T07:30:21Z,930H,2021-02-17T07:30:21Z,AR,781764,9733080,2701941,337402,5946888,1562001,5326953,308684,2934013,3240080
92J4#AR#2021-02-17T15:37:22Z,92J4,2021-02-17T15:37:22Z,AR,7389153,7354960,6080551,5723064,9950409,7415609,911164,5009738,7906495,2513071
8Z8H#AR#2021-02-17T09:28:25Z,8Z8H,2021-02-17T09:28:25Z,AR,2057737,3219160,2193639,1570265,289192,9543864,7510481,9934173,5301434,6449767
90NY#AR#2021-02-17T11:11:47Z,90NY,2021-02-17T11:11:47Z,AR,1063950,8053126,2830941,4364039,5594764,8573310,4937757,2536631,8412590,752194
8ZOX#AR#2021-02-17T22:14:57Z,8ZOX,2021-02-17T22:14:57Z,AR,1922087,8785656,2613473,9639643,2474692,3867207,9564945,492193,5609534,6021459
902C#AR#2021-02-17T18:59:01Z,902C,2021-02-17T18:59:01Z,AR,9883706,7271587,7112875,724801,7248939,7805394,2708663,7008072,4117341,8831483
8WSJ#AR#2021-02-17T13:33:29Z,8WSJ,2021-02-17T13:33:29Z,AR,5730622,3752692,5971486,916929,7818308,7395918,45898,9279194,7711051,7641448
8Y60#AR#2021-02-17T03:03:59Z,8Y60,2021-02-17T03:03:59Z,AR,8695754,435006,5565380,2073230,1761478,8173171,7658514,2312123,3460287,4442217
90D0#AR#2021-02-17T09:46:31Z,90D0,2021-02-17T09:46:31Z,AR,6158544,9280146,2124214,7743827,1808237,1009929,8354371,9999477,2191348,6144824
90V1#AR#2021-02-17T03:26:52Z,90V1,2021-02-17T03:26:52Z,AR,6414295,8620753,5490666,2032090,466319,8255951,8764478,8321738,8582007,3407863
90M2#AR#2021-02-17T17:06:39Z,90M2,2021-02-17T17:06:39Z,AR,2851289,6433866,5931112,6427993,2310096,7897280,5272936,5319841,3265378,920603
8Z87#AR#2021-02-17T12:25:57Z,8Z87,2021-02-17T12:25:57Z,AR,785911,2608258,118719,4189970,2737816,7096718,3499173,57789,5978306,6496636
93RC#AR#2021-02-17T06:18:01Z,93RC,2021-02-17T06:18:01Z,AR,8901172,834004,6690400,9330922,6235881,5119376,942546,4145419,5387213,1460511
91X9#AR#2021-02-17T01:15:45Z,91X9,2021-02-17T01:15:45Z,AR,702544,2157405,8844086,8321474,8819173,2684859,3242617,1092218,5406087,2093096
91XF#AR#2021-02-17T00:29:25Z,91XF,2021-02-17T00:29:25Z,AR,2552163,663524,9830494,6350829,5860222,3316896,3876563,2567945,7070123,8899923
933G#AR#2021-02-17T08:16:16Z,933G,2021-02-17T08:16:16Z,AR,5837062,6781714,4153676,4337620,9426631,5020437,7859988,9578472,3314711,6731638
928F#AR#2021-02-17T12:22:29Z,928F,2021-02-17T12:22:29Z,AR,4001642,6197435,6066239,3378913,9297494,9385272,8347734,4464520,6248724,4793469
91GW#AR#2021-02-17T19:54:33Z,91GW,2021-02-17T19:54:33Z,AR,7948784,3712923,973336,7002944,2308204,2943212,7462096,1285841,9974690,9690587
93G7#AR#2021-02-17T17:26:07Z,93G7,2021-02-17T17:26:07Z,AR,7321353,4590032,4578889,7742923,9698460,3057470,640364,323368,8922465,6783201
938F#AR#2021-02-17T20:10:36Z,938F,2021-02-17T20:10:36Z,AR,951453,2768620,2638777,606138,2949081,2653169,3459653,3826240,2970353,8171749
92JW#AR#2021-02-17T08:53:14Z,92JW,2021-02-17T08:53:14Z,AR,6483209,8680029,2718713,3804813,9172598,2464012,3656204,1762696,1830322,7656172
8Z55#AR#2021-02-17T20:20:45Z,8Z55,2021-02-17T20:20:45Z,AR,5194255,8305618,211553,3976720,7554143,9388994,4697741,2636454,2864710,8137384
8YF5#AR#2021-02-17T18:03:49Z,8YF5,2021-02-17T18:03:49Z,AR,4338987,4365559,6761867,6861989,2647891,7833169,5303527,4859104,7454925,5391777
903F#AR#2021-02-17T20:01:41Z,903F,2021-02-17T20:01:41Z,AR,702780,3701702,7778027,1110936,5969904,1705748,4759820,9727802,448827,4805847
8YRI#AR#2021-02-17T07:19:14Z,8YRI,2021-02-17T07:19:14Z,AR,8688482,5100486,204728,579632,7392311,3942693,7848347,202060,1942194,8107995
910P#AR#2021-02-17T23:10:21Z,910P,2021-02-17T23:10:21Z,AR,5022339,6009390,7715740,8914349,5430936,1134800,4301726,251775,3944682,8532438
8Z3M#AR#2021-02-17T00:29:49Z,8Z3M,2021-02-17T00:29:49Z,AR,6716626,6744515,2704806,8264637,9094902,7150217,5619973,1433422,8507702,5239461
8X18#AR#2021-02-17T02:26:00Z,8X18,2021-02-17T02:26:00Z,AR,7253992,7733248,8335035,4897501,3302868,3337943,5127263,1496800,5289037,2140244
8Z84#AR#2021-02-17T21:57:12Z,8Z84,2021-02-17T21:57:12Z,AR,1840619,5167319,1594216,3774115,6419505,5962952,6483949,4472572,9924644,3888031
8ZW1#AR#2021-02-17T06:57:13Z,8ZW1,2021-02-17T06:57:13Z,AR,2955500,2017004,3908719,7731625,8272052,280370,2203172,1093168,998105,30563
8ZAD#AR#2021-02-17T23:02:13Z,8ZAD,2021-02-17T23:02:13Z,AR,7025388,9473357,2208634,677464,3806393,7905424,4887042,1473336,7269017,6899338
92L2#AR#2021-02-17T22:03:49Z,92L2,2021-02-17T22:03:49Z,AR,4406451,8566470,6231697,4033472,1113759,5569478,3919263,1984048,3799963,8327185
91VY#AR#2021-02-17T22:08:52Z,91VY,2021-02-17T22:08:52Z,AR,8027914,88397,5694929,5562027,4785707,8961276,9211724,7926995,6419716,3822623
9285#AR#2021-02-17T18:28:55Z,9285,2021-02-17T18:28:55Z,AR,9145743,1127005,1954163,1165822,4019274,2912808,4784271,1399221,269015,1464374
92T3#AR#2021-02-17T12:04:48Z,92T3,2021-02-17T12:04:48Z,AR,961385,4684783,4443727,2334803,9738588,2552074,1239770,50965,7141958,4878411
92DY#AR#2021-02-17T19:25:49Z,92DY,2021-02-17T19:25:49Z,AR,7796392,4297232,132028,2670855,4026784,2953893,7663361,2166938,7653316,8553303
92ZZ#AR#2021-02-17T21:07:54Z,92ZZ,2021-02-17T21:07:54Z,AR,1679452,2975661,1382830,9091662,3350734,5256864,2890614,7914900,5345801,9126559
9168#AR#2021-02-17T06:23:38Z,9168,2021-02-17T06:23:38Z,AR,8700382,4998333,8724919,3829142,8901491,7201317,9146118,2201643,8483877,8541600
9305#AR#2021-02-17T21:48:10Z,9305,2021-02-17T21:48:10Z,AR,8161100,3008880,9503952,3374112,7195112,2426717,7656142,2996447,3833092,472492
92D2#AR#2021-02-17T19:59:36Z,92D2,2021-02-17T19:59:36Z,AR,1541093,3806061,2859446,1778978,6589688,8107964,7565278,7822343,7771494,2110416
92NU#AR#2021-02-17T16:45:16Z,92NU,2021-02-17T16:45:16Z,AR,450358,1488302,2452267,4535927,5230247,7666040,4331163,7690645,2724389,8680400
914T#AR#2021-02-17T13:02:33Z,914T,2021-02-17T13:02:33Z,AR,8491014,5456079,4944602,8309982,4646218,452323,2596568,3356303,6044238,3793637
9089#AR#2021-02-17T13:41:31Z,9089,2021-02-17T13:41:31Z,AR,1559040,6814468,9435178,1172130,573576,2561789,6623091,5291885,1713294,3193935
9040#AR#2021-02-17T15:03:22Z,9040,2021-02-17T15:03:22Z,AR,3491391,2851907,1187940,6456792,3063495,9691400,6021166,7463743,2195086,8235259
90MT#AR#2021-02-17T10:40:47Z,90MT,2021-02-17T10:40:47Z,AR,2869612,1276749,2562046,2799665,8769620,3978208,5596521,4438220,9590384,2480419
8WEQ#AR#2021-02-17T07:30:04Z,8WEQ,2021-02-17T07:30:04Z,AR,6254194,9546372,132934,8178100,5247409,996580,8353596,3168826,6962078,7825108
8X9D#AR#2021-02-17T01:22:11Z,8X9D,2021-02-17T01:22:11Z,AR,9810304,9304489,5731092,7564239,4162216,608785,4101646,4422174,5648845,9591687
8Y56#AR#2021-02-17T00:33:47Z,8Y56,2021-02-17T00:33:47Z,AR,5008001,1303796,4778422,5300760,7748593,6282391,4800971,9202478,6328400,1028111
905N#AR#2021-02-17T16:11:26Z,905N,2021-02-17T16:11:26Z,AR,9388686,3526732,6589399,789640,9619428,3957552,5975071,6383371,3204866,2174657
8X92#AR#2021-02-17T00:26:21Z,8X92,2021-02-17T00:26:21Z,AR,8440230,3585125,7054188,4164943,1556856,3002870,5677562,7996631,1945734,9649014
8Y6N#AR#2021-02-17T09:01:23Z,8Y6N,2021-02-17T09:01:23Z,AR,6339753,1998258,3479112,9611065,1024824,2757270,4450341,378672,655957,1138850
8X3N#AR#2021-02-17T22:15:57Z,8X3N,2021-02-17T22:15:57Z,AR,6298041,2906125,8933988,5358399,9036961,6516269,6833089,914876,1566586,1441232
901N#AR#2021-02-17T14:59:42Z,901N,2021-02-17T14:59:42Z,AR,9865156,5789920,158837,7544690,1050022,7536495,4869353,1300680,2800568,7711391
8YHI#AR#2021-02-17T00:48:24Z,8YHI,2021-02-17T00:48:24Z,AR,7035091,9927973,4376596,5735218,9243480,4854974,9446158,8056697,4738783,3716651
8ZC5#AR#2021-02-17T02:22:39Z,8ZC5,2021-02-17T02:22:39Z,AR,936662,3113485,4707421,6840142,2624238,701350,8907824,2658690,5119256,74030
8X62#AR#2021-02-17T20:06:10Z,8X62,2021-02-17T20:06:10Z,AR,3997158,7691824,8456788,7502077,3894025,6783845,6182770,3331116,1024280,4876594
8W7C#AR#2021-02-17T12:11:30Z,8W7C,2021-02-17T12:11:30Z,AR,9519606,6090242,1185934,2051671,2971709,4262776,910017,9512434,7891960,4575631
9200000000#AR#2021-02-17T20:04:51Z,9.20E+09,2021-02-17T20:04:51Z,AR,3462882,3012325,6934244,2866949,3357066,4567705,6493355,1993461,4060261,916036
92RV#AR#2021-02-17T16:19:01Z,92RV,2021-02-17T16:19:01Z,AR,4589750,3550590,2232428,2876711,7289405,1987496,7718312,6347662,1787615,1994356
9317#AR#2021-02-17T00:31:25Z,9317,2021-02-17T00:31:25Z,AR,3005674,4107587,6869376,9436139,4930911,1114042,7433830,6154708,2930993,1918591
934T#AR#2021-02-17T07:10:27Z,934T,2021-02-17T07:10:27Z,AR,9872860,6387422,2393361,46425,8675412,9250542,7317947,7552512,3771747,2540959
916R#AR#2021-02-17T02:21:08Z,916R,2021-02-17T02:21:08Z,AR,674095,668138,361398,4486617,757204,1551466,647401,8285515,5023032,8060333
929Q#AR#2021-02-17T02:06:41Z,929Q,2021-02-17T02:06:41Z,AR,5376249,8488592,5765263,9909993,6214869,5929885,4645373,4651017,5605218,3134906
92OG#AR#2021-02-17T11:23:54Z,92OG,2021-02-17T11:23:54Z,AR,5836225,3015768,8019183,3434597,6321930,417453,1544571,9840919,8156860,1998783
917E#AR#2021-02-17T02:09:31Z,917E,2021-02-17T02:09:31Z,AR,4777457,1478124,4744151,2572948,5224615,2378281,2021387,9887758,7257985,6799848
928H#AR#2021-02-17T17:11:22Z,928H,2021-02-17T17:11:22Z,AR,3293586,8226848,2369712,3539179,1910048,579799,8545001,5877598,8263297,1936619
916G#AR#2021-02-17T10:44:48Z,916G,2021-02-17T10:44:48Z,AR,5952260,1665343,9551031,1353147,3436989,6555603,6167742,4663180,5806815,1602806
8X4W#AR#2021-02-17T18:23:56Z,8X4W,2021-02-17T18:23:56Z,AR,2379011,5013532,5994255,9152441,954227,1420388,3672567,8146872,1598498,4139431
8Z09#AR#2021-02-17T15:57:18Z,8Z09,2021-02-17T15:57:18Z,AR,479240,2050383,2487059,1010032,9365971,1672282,1400372,4466514,221248,6829234
8X6R#AR#2021-02-17T08:15:26Z,8X6R,2021-02-17T08:15:26Z,AR,3836942,6140403,5505815,7388102,5570973,3595869,71444,3575829,4254733,6818431
90HN#AR#2021-02-17T21:14:54Z,90HN,2021-02-17T21:14:54Z,AR,8644630,3697988,4175964,1930732,16341,2192624,3614855,1472032,4967381,8886407
90RI#AR#2021-02-17T17:56:33Z,90RI,2021-02-17T17:56:33Z,AR,2566426,2883200,9496648,8085183,1071130,7150079,9724863,6662983,3690840,9350799
